timestamp,sensor_id,plant_name,plant_id,co_level,no2_level,so2_level,pm2_5,pm10,o3_level,temperature,humidity,wind_speed,wind_direction,aqi,pollution_score,anomaly_flag,anomaly_severity
44:41.5,SENSOR_8,JSW Vijayanagar,PLT104,2.86,48.95,112.59,25.16,343.97,39.68,41.23,46.44,10.98,S,134,0.27,True,Moderate
44:41.5,SENSOR_18,Tata Steel Jamshedpur,PLT100,1.66,182.12,23.36,61.77,207.35,19.34,20.88,90.78,14.66,N,125,0.25,True,High
44:41.5,SENSOR_21,IOCL Panipat Refinery,PLT106,1.94,185.42,84.0,88.23,286.91,120.31,44.67,39.88,10.24,SE,166,0.33,True,High
44:41.5,SENSOR_15,Tata Steel Jamshedpur,PLT100,0.35,31.59,5.57,299.84,324.86,142.68,30.29,42.51,2.69,N,224,0.45,True,High
44:41.5,SENSOR_33,NTPC Ramagundam,PLT101,1.49,81.43,114.66,166.5,49.44,8.16,18.07,50.79,14.03,N,109,0.22,True,Moderate
44:41.5,SENSOR_22,Tata Steel Jamshedpur,PLT100,3.22,162.35,72.62,114.88,61.19,158.29,38.49,32.61,7.93,SE,104,0.21,True,Moderate
44:41.5,SENSOR_22,GAIL Vijaipur,PLT109,2.49,128.77,142.2,178.13,225.28,13.81,16.89,34.05,0.97,NE,178,0.36,True,High
44:41.5,SENSOR_48,Tata Steel Jamshedpur,PLT100,3.74,147.43,24.73,252.46,78.82,57.71,22.47,47.92,4.19,NE,156,0.31,True,Moderate
44:41.5,SENSOR_41,SAIL Bhilai Steel Plant,PLT107,2.5,87.41,148.05,26.22,74.03,14.24,33.78,24.09,12.63,S,64,0.13,True,High
44:41.5,SENSOR_4,Adani Mundra,PLT105,2.61,110.13,86.43,59.54,95.12,60.79,32.8,35.76,2.19,S,83,0.17,False,Normal
44:41.5,SENSOR_19,NTPC Ramagundam,PLT101,4.85,14.18,121.39,238.53,132.94,28.73,19.37,72.31,9.82,N,150,0.3,True,Moderate
44:41.5,SENSOR_26,Reliance Jamnagar Refinery,PLT102,3.94,188.12,105.33,55.2,112.51,152.38,21.28,25.44,10.7,NE,103,0.21,True,High
44:41.5,SENSOR_8,SAIL Bhilai Steel Plant,PLT107,2.07,184.81,99.29,36.22,380.19,50.25,25.12,50.17,1.24,N,175,0.35,True,High
44:41.5,SENSOR_44,Tata Steel Jamshedpur,PLT100,2.53,33.43,63.14,111.71,313.68,145.55,19.6,47.49,5.91,N,151,0.3,True,Moderate
44:41.5,SENSOR_34,Tata Steel Jamshedpur,PLT100,0.84,161.71,107.55,65.21,159.35,23.52,33.85,29.1,14.8,E,116,0.23,True,Moderate
44:41.5,SENSOR_16,ONGC Hazira,PLT108,3.93,84.15,88.89,274.29,230.56,35.54,26.36,83.24,9.84,E,204,0.41,True,High
44:41.5,SENSOR_4,NTPC Ramagundam,PLT101,3.29,174.7,134.63,276.74,56.04,100.22,37.22,76.77,9.3,S,175,0.35,True,High
44:41.5,SENSOR_2,Reliance Jamnagar Refinery,PLT102,0.92,161.51,109.42,34.98,196.25,35.45,25.12,21.36,6.3,NE,116,0.23,True,Moderate
44:41.5,SENSOR_16,Tata Steel Jamshedpur,PLT100,2.79,127.72,101.21,252.52,101.88,26.08,40.55,31.75,14.63,E,167,0.33,True,Moderate
44:41.5,SENSOR_30,IOCL Panipat Refinery,PLT106,4.23,105.17,147.31,38.24,135.16,116.69,25.5,89.63,1.45,NE,91,0.18,True,High
44:41.5,SENSOR_30,Tata Steel Jamshedpur,PLT100,2.79,122.26,99.65,84.14,158.54,152.64,20.85,82.02,8.66,NE,115,0.23,True,Moderate
44:41.5,SENSOR_12,SAIL Bhilai Steel Plant,PLT107,3.83,145.59,35.09,174.96,349.73,80.62,44.0,53.92,2.57,S,207,0.41,True,Moderate
44:41.5,SENSOR_48,SAIL Bhilai Steel Plant,PLT107,2.01,190.82,51.36,261.75,354.88,66.28,17.5,74.34,5.02,SW,254,0.51,True,High
44:41.5,SENSOR_29,SAIL Bhilai Steel Plant,PLT107,3.94,94.1,75.36,235.59,165.3,82.55,26.29,47.55,8.13,S,170,0.34,True,Moderate
44:41.5,SENSOR_15,SAIL Bhilai Steel Plant,PLT107,4.06,78.74,81.02,204.51,122.39,53.57,43.0,74.27,8.87,SE,142,0.28,True,Moderate
44:41.5,SENSOR_49,NTPC Ramagundam,PLT101,3.27,15.57,94.62,157.76,227.38,67.9,17.44,34.5,14.29,N,143,0.29,True,Moderate
44:41.5,SENSOR_40,ONGC Hazira,PLT108,2.1,98.67,12.64,20.89,292.53,99.17,30.26,38.23,11.3,SW,117,0.23,True,Moderate
44:41.5,SENSOR_47,Tata Steel Jamshedpur,PLT100,0.92,46.09,71.8,93.02,114.04,117.92,34.53,81.84,6.56,SE,87,0.17,False,Normal
44:41.5,SENSOR_10,NTPC Ramagundam,PLT101,0.46,62.0,147.1,182.91,289.7,6.29,30.55,22.81,8.75,S,187,0.37,True,High
44:41.5,SENSOR_42,Reliance Jamnagar Refinery,PLT102,4.61,194.0,83.38,142.88,379.11,122.88,16.95,54.93,3.98,SE,218,0.44,True,High
44:41.5,SENSOR_8,Adani Mundra,PLT105,2.4,96.54,89.41,113.46,82.42,93.15,39.91,69.8,5.41,NE,98,0.2,True,Moderate
44:41.5,SENSOR_30,Reliance Jamnagar Refinery,PLT102,4.68,183.32,35.36,21.43,301.7,149.83,44.04,86.74,9.21,SW,139,0.28,True,High
44:41.5,SENSOR_1,GAIL Vijaipur,PLT109,2.7,15.29,40.77,143.29,258.83,102.52,37.28,40.98,8.69,E,142,0.28,True,Moderate
44:41.5,SENSOR_16,ONGC Hazira,PLT108,0.53,88.6,113.77,211.09,396.44,53.63,29.95,44.71,6.89,S,232,0.46,True,High
44:41.5,SENSOR_43,Adani Mundra,PLT105,4.3,140.0,132.95,69.02,351.88,15.46,41.66,44.68,5.06,NW,174,0.35,True,High
44:41.5,SENSOR_10,NTPC Ramagundam,PLT101,2.61,188.73,11.93,112.15,345.5,74.31,20.97,51.86,6.09,SE,187,0.37,True,High
44:41.5,SENSOR_39,IOCL Panipat Refinery,PLT106,4.59,154.77,78.24,296.63,196.81,15.19,22.87,52.71,2.78,SE,216,0.43,True,High
44:41.5,SENSOR_12,Tata Steel Jamshedpur,PLT100,4.74,155.7,43.9,181.33,294.15,169.72,41.45,58.64,11.73,NW,196,0.39,True,Moderate
44:41.5,SENSOR_45,IOCL Panipat Refinery,PLT106,2.85,115.01,21.64,46.58,221.22,52.05,15.63,74.21,0.97,S,110,0.22,False,Normal
44:41.5,SENSOR_32,Reliance Jamnagar Refinery,PLT102,3.02,112.45,145.48,150.42,44.17,101.55,40.23,94.76,6.74,W,110,0.22,True,High
44:41.5,SENSOR_14,Reliance Jamnagar Refinery,PLT102,1.67,182.26,32.73,188.47,174.17,12.19,25.42,39.89,10.45,SE,167,0.33,True,High
44:41.5,SENSOR_33,Adani Mundra,PLT105,4.75,60.93,122.66,26.05,224.49,17.35,43.02,77.48,10.04,E,102,0.2,True,Moderate
44:41.5,SENSOR_27,GAIL Vijaipur,PLT109,4.14,133.03,145.5,217.05,371.37,95.5,18.51,59.61,2.34,S,239,0.48,True,High
44:41.5,SENSOR_47,GAIL Vijaipur,PLT109,3.0,101.67,95.27,12.91,94.04,90.98,43.52,48.77,6.65,SE,63,0.13,True,Moderate
44:41.5,SENSOR_42,ONGC Hazira,PLT108,3.6,124.72,48.34,129.14,102.73,174.05,18.92,47.89,0.87,E,112,0.22,True,Moderate
44:41.5,SENSOR_26,Tata Steel Jamshedpur,PLT100,1.19,158.29,34.17,33.22,200.29,6.74,17.54,80.57,11.69,SW,108,0.22,True,Moderate
44:41.5,SENSOR_3,NTPC Ramagundam,PLT101,4.58,172.36,104.06,25.18,317.48,152.96,38.97,58.14,3.88,W,150,0.3,True,Moderate
44:41.5,SENSOR_38,Adani Mundra,PLT105,4.24,148.16,147.21,55.15,105.75,42.06,38.78,34.02,1.47,NE,98,0.2,True,High
44:41.5,SENSOR_17,Reliance Jamnagar Refinery,PLT102,4.99,14.72,126.11,115.96,339.81,102.06,42.05,89.46,0.63,NW,163,0.33,True,High
44:41.5,SENSOR_3,SAIL Bhilai Steel Plant,PLT107,0.47,57.57,102.05,267.6,194.78,111.22,20.65,80.37,14.53,W,187,0.37,True,Moderate
44:41.5,SENSOR_49,Reliance Jamnagar Refinery,PLT102,1.42,104.02,17.49,172.15,211.06,30.28,28.26,45.06,8.07,W,154,0.31,False,Normal
44:41.5,SENSOR_16,SAIL Bhilai Steel Plant,PLT107,2.97,11.61,115.35,216.77,159.19,14.26,37.65,91.64,3.98,NW,148,0.3,True,Moderate
44:41.5,SENSOR_5,Tata Steel Jamshedpur,PLT100,1.69,44.92,88.66,54.9,155.35,126.98,31.8,48.98,6.59,SE,86,0.17,True,Moderate
44:41.5,SENSOR_32,Reliance Jamnagar Refinery,PLT102,2.85,11.11,16.38,265.56,49.59,128.69,42.6,40.3,5.87,SW,124,0.25,True,Moderate
44:41.5,SENSOR_40,Vedanta Jharsuguda,PLT103,2.89,177.52,141.58,224.47,52.92,122.1,27.31,55.3,1.21,NW,155,0.31,True,High
44:41.5,SENSOR_28,Vedanta Jharsuguda,PLT103,1.04,160.2,70.82,97.48,165.93,154.52,37.47,40.42,2.2,NW,127,0.25,True,Moderate
44:41.5,SENSOR_17,Vedanta Jharsuguda,PLT103,1.33,184.94,89.33,164.71,246.63,69.05,39.21,59.25,2.19,NE,185,0.37,True,High
44:41.5,SENSOR_3,GAIL Vijaipur,PLT109,0.73,112.0,140.8,99.42,350.43,138.72,22.43,22.73,1.98,S,181,0.36,True,High
44:41.5,SENSOR_9,Tata Steel Jamshedpur,PLT100,3.67,47.94,58.83,155.49,295.68,24.82,27.19,56.38,8.34,S,166,0.33,True,Moderate
44:41.5,SENSOR_20,Reliance Jamnagar Refinery,PLT102,4.11,42.62,122.14,210.93,231.23,127.42,27.36,30.38,10.15,NW,174,0.35,True,Moderate
44:41.5,SENSOR_22,GAIL Vijaipur,PLT109,2.67,131.48,54.01,272.99,243.2,19.95,28.49,76.73,12.01,NW,213,0.43,True,High
44:41.5,SENSOR_48,ONGC Hazira,PLT108,2.52,180.0,43.81,129.07,361.47,161.84,35.57,84.42,1.79,SE,200,0.4,True,High
44:41.5,SENSOR_21,IOCL Panipat Refinery,PLT106,4.34,70.92,30.86,79.42,178.83,48.96,24.62,30.12,4.79,SE,102,0.2,False,Normal
44:41.5,SENSOR_31,ONGC Hazira,PLT108,2.9,93.95,55.27,226.47,359.53,137.44,24.96,75.83,2.7,NW,222,0.44,True,High
44:41.5,SENSOR_7,IOCL Panipat Refinery,PLT106,0.74,75.67,122.12,81.44,44.04,28.05,40.76,67.53,4.17,E,73,0.15,True,Moderate
44:41.5,SENSOR_24,Tata Steel Jamshedpur,PLT100,2.82,110.24,100.04,77.62,348.47,59.14,35.82,21.21,5.9,SW,167,0.33,True,Moderate
44:41.5,SENSOR_40,Reliance Jamnagar Refinery,PLT102,1.82,113.26,15.55,239.14,102.76,123.48,39.1,62.14,11.24,N,150,0.3,True,Moderate
44:41.5,SENSOR_20,Reliance Jamnagar Refinery,PLT102,3.34,77.55,122.28,95.46,237.06,135.44,26.37,42.71,7.16,NE,137,0.27,True,Moderate
44:41.5,SENSOR_36,NTPC Ramagundam,PLT101,4.11,186.69,84.04,201.83,363.24,22.25,21.96,73.17,12.44,SE,235,0.47,True,High
44:41.5,SENSOR_28,Vedanta Jharsuguda,PLT103,4.3,88.87,17.95,136.96,107.68,55.96,38.17,25.66,12.5,SE,106,0.21,False,Normal
44:41.5,SENSOR_7,ONGC Hazira,PLT108,2.2,123.25,18.0,107.83,54.09,173.27,39.22,54.47,3.74,N,85,0.17,True,Moderate
44:41.5,SENSOR_44,Vedanta Jharsuguda,PLT103,4.67,75.47,28.34,173.32,378.63,5.67,22.14,90.38,2.98,N,200,0.4,True,High
44:41.5,SENSOR_50,JSW Vijayanagar,PLT104,0.65,118.34,129.97,148.36,397.93,123.86,17.22,94.46,6.41,SW,215,0.43,True,High
44:41.5,SENSOR_27,SAIL Bhilai Steel Plant,PLT107,1.51,116.0,49.12,35.07,20.54,83.68,40.11,62.92,14.99,SE,48,0.1,False,Normal
44:41.5,SENSOR_9,Reliance Jamnagar Refinery,PLT102,1.51,63.29,28.16,57.58,128.37,143.75,42.17,93.13,3.87,N,77,0.15,False,Normal
44:41.5,SENSOR_28,Adani Mundra,PLT105,4.42,72.37,21.36,262.31,261.72,33.83,27.89,41.54,11.18,N,200,0.4,True,Moderate
44:41.5,SENSOR_36,IOCL Panipat Refinery,PLT106,2.32,197.96,12.94,112.95,203.12,93.05,24.48,74.69,13.18,NE,147,0.29,True,High
44:41.5,SENSOR_22,JSW Vijayanagar,PLT104,4.7,162.97,128.33,169.66,333.84,58.11,26.95,43.77,7.28,W,213,0.43,True,High
44:41.5,SENSOR_38,IOCL Panipat Refinery,PLT106,1.5,192.71,50.36,38.43,220.19,14.99,18.32,36.45,7.23,NE,125,0.25,True,High
44:41.5,SENSOR_19,SAIL Bhilai Steel Plant,PLT107,2.22,161.94,112.22,133.63,146.81,60.38,38.22,23.91,0.69,E,141,0.28,True,Moderate
44:41.5,SENSOR_25,GAIL Vijaipur,PLT109,4.0,100.66,23.98,78.31,374.35,155.41,36.29,56.17,8.04,NW,166,0.33,True,High
44:41.5,SENSOR_5,SAIL Bhilai Steel Plant,PLT107,4.88,193.5,36.21,245.22,94.95,42.37,35.28,50.38,14.01,S,168,0.34,True,High
44:41.5,SENSOR_16,GAIL Vijaipur,PLT109,0.54,107.19,138.19,272.19,79.48,69.16,33.57,31.95,14.54,N,167,0.33,True,High
44:41.5,SENSOR_27,ONGC Hazira,PLT108,4.58,41.72,22.57,34.77,365.59,38.88,27.49,53.66,9.19,N,134,0.27,True,High
44:41.5,SENSOR_18,JSW Vijayanagar,PLT104,0.45,53.08,140.07,273.44,316.89,8.4,24.81,67.1,4.49,SE,229,0.46,True,High
44:41.5,SENSOR_16,IOCL Panipat Refinery,PLT106,4.56,130.44,15.43,273.61,383.95,18.6,30.97,42.75,6.2,SW,252,0.5,True,High
44:41.5,SENSOR_29,Tata Steel Jamshedpur,PLT100,0.98,119.83,143.91,155.89,51.51,113.5,25.21,84.19,6.8,W,116,0.23,True,High
44:41.5,SENSOR_15,IOCL Panipat Refinery,PLT106,1.04,46.31,116.47,87.02,311.55,41.03,24.65,54.91,14.18,SE,149,0.3,True,Moderate
44:41.5,SENSOR_5,Tata Steel Jamshedpur,PLT100,4.67,49.31,56.94,53.33,213.79,85.6,42.02,89.75,6.06,NW,101,0.2,False,Normal
44:41.5,SENSOR_50,Tata Steel Jamshedpur,PLT100,2.51,180.28,121.97,11.06,141.62,78.81,21.89,34.97,1.05,SW,95,0.19,True,High
44:41.5,SENSOR_18,ONGC Hazira,PLT108,3.25,59.88,12.59,76.98,324.73,154.01,29.49,51.21,14.68,SE,141,0.28,True,Moderate
44:41.5,SENSOR_45,SAIL Bhilai Steel Plant,PLT107,1.08,50.92,47.32,60.1,164.16,164.4,33.46,50.9,14.05,E,88,0.18,False,Normal
44:41.5,SENSOR_3,Adani Mundra,PLT105,0.34,49.95,87.05,188.51,35.03,75.53,34.47,72.36,9.75,NE,104,0.21,True,Moderate
44:41.5,SENSOR_22,IOCL Panipat Refinery,PLT106,1.67,27.77,66.93,47.34,380.1,88.15,24.52,77.47,7.72,NE,145,0.29,True,High
44:41.5,SENSOR_36,ONGC Hazira,PLT108,1.62,164.27,130.74,205.17,37.85,104.11,37.9,30.24,3.82,N,139,0.28,True,High
44:41.5,SENSOR_8,GAIL Vijaipur,PLT109,4.42,13.82,114.15,147.39,189.77,6.24,39.58,46.99,8.34,N,130,0.26,True,Moderate
44:41.5,SENSOR_39,Reliance Jamnagar Refinery,PLT102,3.42,143.5,143.62,164.09,171.89,171.9,34.26,42.36,2.33,W,160,0.32,True,High
44:41.5,SENSOR_11,NTPC Ramagundam,PLT101,4.23,78.81,100.77,146.54,95.59,110.3,16.82,51.0,8.43,SW,113,0.23,True,Moderate
44:41.5,SENSOR_22,NTPC Ramagundam,PLT101,2.24,152.25,125.05,233.66,34.75,38.97,31.1,90.11,12.61,NW,146,0.29,True,High
44:41.5,SENSOR_7,IOCL Panipat Refinery,PLT106,4.23,67.61,67.27,146.5,79.8,10.44,43.41,38.05,3.98,NE,102,0.2,False,Normal
44:41.5,SENSOR_6,IOCL Panipat Refinery,PLT106,0.51,186.42,89.06,203.44,366.4,65.48,33.65,22.91,3.21,NW,237,0.47,True,High
44:41.5,SENSOR_4,Vedanta Jharsuguda,PLT103,4.17,155.69,55.84,119.28,222.75,5.04,22.24,35.62,4.13,E,151,0.3,True,Moderate
44:41.5,SENSOR_38,ONGC Hazira,PLT108,4.05,63.14,32.77,156.24,348.95,47.24,17.36,46.73,11.34,S,183,0.37,True,Moderate
44:41.5,SENSOR_24,SAIL Bhilai Steel Plant,PLT107,2.8,165.19,144.14,239.87,249.45,91.33,16.2,93.82,6.06,NE,218,0.44,True,High
44:41.5,SENSOR_16,GAIL Vijaipur,PLT109,0.85,136.67,46.22,179.88,242.97,83.0,40.08,39.87,7.01,N,176,0.35,True,Moderate
44:41.5,SENSOR_11,GAIL Vijaipur,PLT109,2.73,136.09,118.68,124.49,265.5,31.36,42.98,48.73,11.08,N,168,0.34,True,Moderate
44:41.5,SENSOR_16,GAIL Vijaipur,PLT109,0.2,48.99,75.63,264.69,220.36,167.73,29.51,56.78,2.24,W,189,0.38,True,Moderate
44:41.5,SENSOR_14,Tata Steel Jamshedpur,PLT100,4.03,56.92,135.44,274.14,378.46,96.04,35.31,78.39,2.4,SW,248,0.5,True,High
44:41.5,SENSOR_20,Vedanta Jharsuguda,PLT103,3.04,16.52,77.15,54.9,89.51,68.88,27.97,66.74,1.58,E,59,0.12,False,Normal
44:41.5,SENSOR_7,Vedanta Jharsuguda,PLT103,2.57,44.7,88.23,194.85,231.55,134.2,25.07,77.38,6.78,NW,165,0.33,True,Moderate
44:41.5,SENSOR_47,JSW Vijayanagar,PLT104,2.47,133.14,7.66,199.66,255.06,59.22,17.57,26.82,13.89,SE,183,0.37,True,Moderate
44:41.5,SENSOR_32,IOCL Panipat Refinery,PLT106,3.48,34.15,56.72,181.82,337.52,12.64,22.1,86.73,0.63,NW,186,0.37,True,Moderate
44:41.5,SENSOR_45,NTPC Ramagundam,PLT101,1.09,192.21,93.94,85.88,45.46,9.93,22.34,86.11,6.53,W,95,0.19,True,High
44:41.5,SENSOR_36,JSW Vijayanagar,PLT104,3.63,184.47,64.17,65.47,216.5,163.91,39.13,24.94,10.54,NW,134,0.27,True,High
44:41.5,SENSOR_20,Tata Steel Jamshedpur,PLT100,2.9,182.42,22.76,164.87,354.2,76.75,29.46,25.28,4.53,SE,210,0.42,True,High
44:41.5,SENSOR_2,GAIL Vijaipur,PLT109,1.69,189.57,45.99,143.65,275.1,33.38,29.59,75.39,13.07,E,182,0.36,True,High
44:41.5,SENSOR_38,SAIL Bhilai Steel Plant,PLT107,3.17,137.12,23.31,284.28,70.38,140.57,22.94,90.02,10.94,E,164,0.33,True,High
44:41.5,SENSOR_11,JSW Vijayanagar,PLT104,3.79,51.62,69.24,189.17,312.59,23.19,43.87,86.77,4.42,NE,186,0.37,True,Moderate
44:41.5,SENSOR_19,IOCL Panipat Refinery,PLT106,4.13,108.48,71.96,101.19,240.77,132.73,27.33,67.19,10.64,S,141,0.28,True,Moderate
44:41.5,SENSOR_43,GAIL Vijaipur,PLT109,3.58,19.87,129.66,142.89,119.72,47.31,29.49,86.51,5.99,W,110,0.22,True,High
44:41.5,SENSOR_19,Vedanta Jharsuguda,PLT103,3.77,28.4,74.03,297.59,312.77,41.84,30.04,37.52,6.44,N,225,0.45,True,High
44:41.5,SENSOR_12,ONGC Hazira,PLT108,3.92,156.53,38.07,277.44,245.18,71.49,30.06,65.38,8.62,N,219,0.44,True,High
44:41.5,SENSOR_44,GAIL Vijaipur,PLT109,2.48,105.94,30.58,245.69,225.87,27.94,37.98,89.93,14.24,W,190,0.38,True,Moderate
44:41.5,SENSOR_10,IOCL Panipat Refinery,PLT106,1.91,35.75,80.17,42.66,374.92,37.13,22.58,50.5,6.06,SE,144,0.29,True,High
44:41.5,SENSOR_44,SAIL Bhilai Steel Plant,PLT107,3.99,96.7,29.76,87.49,213.46,30.8,33.35,62.43,10.86,W,121,0.24,False,Normal
44:41.5,SENSOR_27,GAIL Vijaipur,PLT109,4.69,183.33,142.18,80.97,69.99,57.9,41.85,92.9,12.96,N,104,0.21,True,High
44:41.5,SENSOR_36,IOCL Panipat Refinery,PLT106,0.64,190.01,66.39,12.7,188.11,13.06,31.32,45.39,7.36,SE,106,0.21,True,High
44:41.5,SENSOR_22,NTPC Ramagundam,PLT101,3.1,175.07,100.98,135.87,331.38,163.48,18.59,59.89,4.63,NW,198,0.4,True,Moderate
44:41.5,SENSOR_10,Adani Mundra,PLT105,0.33,137.02,130.1,57.24,328.72,154.34,42.43,39.9,13.61,NW,161,0.32,True,High
44:41.5,SENSOR_46,Vedanta Jharsuguda,PLT103,1.67,114.94,12.32,22.73,293.74,82.78,22.69,34.28,10.21,NW,121,0.24,True,Moderate
44:41.5,SENSOR_24,ONGC Hazira,PLT108,0.1,163.12,16.49,65.53,166.77,89.85,25.65,44.05,14.48,NW,110,0.22,True,Moderate
44:41.5,SENSOR_18,Reliance Jamnagar Refinery,PLT102,3.24,14.45,67.38,263.75,134.55,21.55,37.75,65.45,8.77,E,155,0.31,True,Moderate
44:41.5,SENSOR_49,SAIL Bhilai Steel Plant,PLT107,0.36,36.69,95.27,70.27,211.55,100.35,23.51,91.13,12.72,W,108,0.22,True,Moderate
44:41.5,SENSOR_11,IOCL Panipat Refinery,PLT106,3.64,24.82,20.39,152.91,81.07,176.2,19.76,56.56,5.78,E,92,0.18,False,Normal
44:41.5,SENSOR_14,IOCL Panipat Refinery,PLT106,3.23,34.52,67.4,89.66,357.35,12.1,42.41,82.47,4.81,E,156,0.31,True,High
44:41.5,SENSOR_23,ONGC Hazira,PLT108,3.97,15.93,145.2,162.71,135.25,68.45,16.99,94.2,1.07,NW,123,0.25,True,High
44:41.5,SENSOR_20,GAIL Vijaipur,PLT109,3.31,94.12,142.59,81.34,222.19,89.41,36.09,25.1,3.31,SW,132,0.26,True,High
44:41.5,SENSOR_33,Tata Steel Jamshedpur,PLT100,1.15,150.25,32.43,176.31,101.79,155.78,43.27,58.89,5.61,SE,134,0.27,True,Moderate
44:41.5,SENSOR_41,GAIL Vijaipur,PLT109,1.25,19.46,43.93,199.73,222.77,170.21,26.89,72.04,7.6,N,155,0.31,True,Moderate
44:41.5,SENSOR_15,ONGC Hazira,PLT108,2.61,60.88,70.97,146.53,288.52,169.61,24.88,23.17,7.7,NW,164,0.33,True,Moderate
44:41.5,SENSOR_49,Vedanta Jharsuguda,PLT103,2.77,42.0,115.27,295.63,379.39,39.49,41.26,72.84,7.08,NW,251,0.5,True,High
44:41.5,SENSOR_22,JSW Vijayanagar,PLT104,2.75,171.42,74.62,118.23,207.43,106.35,20.67,87.57,10.28,N,151,0.3,True,Moderate
44:41.5,SENSOR_46,NTPC Ramagundam,PLT101,3.2,28.9,92.61,45.08,49.91,97.28,27.08,64.16,1.79,NE,48,0.1,True,Moderate
44:41.5,SENSOR_21,Vedanta Jharsuguda,PLT103,2.21,43.21,148.13,172.73,281.23,61.95,17.84,93.19,4.65,SE,176,0.35,True,High
44:41.5,SENSOR_20,Vedanta Jharsuguda,PLT103,2.18,133.47,8.58,244.98,223.9,53.69,16.85,32.19,13.48,N,192,0.38,True,Moderate
44:41.5,SENSOR_24,GAIL Vijaipur,PLT109,3.46,57.48,14.51,210.28,237.51,75.79,25.91,36.26,10.21,NE,168,0.34,True,Moderate
44:41.5,SENSOR_25,IOCL Panipat Refinery,PLT106,4.86,43.39,91.58,133.01,189.74,49.48,39.75,56.39,8.38,SW,127,0.25,True,Moderate
44:41.5,SENSOR_14,SAIL Bhilai Steel Plant,PLT107,1.59,44.54,17.46,217.09,94.57,125.76,26.71,51.18,7.3,E,125,0.25,True,Moderate
44:41.5,SENSOR_13,JSW Vijayanagar,PLT104,1.9,29.12,49.9,202.48,273.0,55.09,28.8,34.51,3.55,E,173,0.35,True,Moderate
44:41.5,SENSOR_41,ONGC Hazira,PLT108,0.21,180.38,35.55,75.98,126.25,27.3,34.18,25.64,2.45,SW,107,0.21,True,High
44:41.5,SENSOR_20,JSW Vijayanagar,PLT104,3.26,74.54,107.65,171.65,117.29,118.89,18.49,60.23,6.84,SW,129,0.26,True,Moderate
44:41.5,SENSOR_39,Adani Mundra,PLT105,1.41,124.76,131.34,299.68,250.95,75.82,21.76,39.28,7.45,S,233,0.47,True,High
44:41.5,SENSOR_36,Reliance Jamnagar Refinery,PLT102,1.9,183.62,58.4,118.3,165.74,151.41,34.52,66.06,5.35,NW,139,0.28,True,High
44:41.5,SENSOR_19,Reliance Jamnagar Refinery,PLT102,4.11,17.29,131.27,158.7,171.34,92.0,35.02,20.96,13.14,E,131,0.26,True,High
44:41.5,SENSOR_17,SAIL Bhilai Steel Plant,PLT107,2.29,75.16,25.05,137.44,208.6,75.64,35.36,51.57,14.44,S,135,0.27,False,Normal
44:41.5,SENSOR_48,IOCL Panipat Refinery,PLT106,3.04,163.42,20.86,125.21,148.0,104.66,40.83,25.88,1.55,NW,129,0.26,True,Moderate
44:41.5,SENSOR_12,Reliance Jamnagar Refinery,PLT102,4.27,50.44,101.97,167.43,336.5,26.89,18.89,61.76,14.22,NE,188,0.38,True,Moderate
44:41.5,SENSOR_30,IOCL Panipat Refinery,PLT106,2.13,72.12,92.97,279.83,338.03,179.21,15.68,28.46,9.34,SE,237,0.47,True,High
44:41.5,SENSOR_23,JSW Vijayanagar,PLT104,4.12,64.2,39.69,238.22,41.43,69.64,30.17,62.03,11.06,N,124,0.25,True,Moderate
44:41.5,SENSOR_25,NTPC Ramagundam,PLT101,1.84,126.41,89.88,168.81,263.38,50.4,17.54,28.95,3.76,SE,180,0.36,True,Moderate
44:41.5,SENSOR_11,Vedanta Jharsuguda,PLT103,2.55,169.68,106.69,238.82,153.37,75.81,26.81,34.39,1.39,SE,186,0.37,True,Moderate
44:41.5,SENSOR_9,ONGC Hazira,PLT108,3.0,197.95,29.19,23.54,316.22,49.2,39.89,72.8,14.21,E,146,0.29,True,High
44:41.5,SENSOR_2,JSW Vijayanagar,PLT104,2.1,135.77,72.4,192.87,190.85,38.01,30.24,59.64,12.25,S,168,0.34,True,Moderate
44:41.5,SENSOR_34,GAIL Vijaipur,PLT109,3.7,136.12,21.44,218.98,210.12,161.47,42.6,24.14,12.4,NE,179,0.36,True,Moderate
44:41.5,SENSOR_21,Reliance Jamnagar Refinery,PLT102,0.28,79.76,83.63,52.95,303.6,6.46,20.06,63.56,10.86,SE,136,0.27,True,Moderate
44:41.5,SENSOR_28,Reliance Jamnagar Refinery,PLT102,4.59,144.04,102.41,124.36,20.49,26.03,31.04,70.63,6.55,NW,94,0.19,True,Moderate
44:41.5,SENSOR_40,NTPC Ramagundam,PLT101,3.68,109.15,15.76,65.68,339.2,131.86,41.84,28.82,14.86,N,151,0.3,True,Moderate
44:41.5,SENSOR_14,Adani Mundra,PLT105,1.13,12.24,149.63,91.51,273.85,35.92,32.41,87.8,5.14,NW,136,0.27,True,High
44:41.5,SENSOR_32,ONGC Hazira,PLT108,3.38,45.7,95.6,107.57,100.26,59.81,20.37,87.64,6.26,S,91,0.18,True,Moderate
44:41.5,SENSOR_34,Adani Mundra,PLT105,1.3,95.2,51.48,225.88,389.06,81.66,40.83,62.44,2.78,SW,231,0.46,True,High
